#  
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-11-16T15:22:07 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ582c79556c5c 
#INFO -out.max=unlimited 
#INFO queryParameters=15 
#-oc.form=sexa
#-out.max=unlimited
#-order=I
#-out.src=J/AJ/131/2766/table5
#-nav=cat:J/AJ/131/2766&tab:{J/AJ/131/2766/table5}&key:source=J/AJ/131/2766/table5&HTTPPRM:&&-ref=VIZ582c79556c5c&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=z&-out=imag&-out=iMAG&-out=Cor&-ignore=SDSS=*&SDSS=SDSS&NED=NED&Simbad=Simbad&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/AJ/131/2766/table5
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/131/2766/table5
#-order=I
#-out=z
#-out=imag
#-out=iMAG
#-out=Cor
#

#RESOURCE=yCat_51312766
#Name: J/AJ/131/2766
#Title: Quasar luminosity function from SDSS-DR3 (Richards+, 2006)
#Table J_AJ_131_2766_table5:
#Name: J/AJ/131/2766/table5
#Title: Statistical quasar sample
#---Details of Columns:
#     z          (F6.3)  Redshift [ucd=src.redshift]
#     imag (mag) (F5.2)  Dereddened i band magnitude [ucd=phot.mag;em.opt.I]
#     iMAG (mag) (F6.2)  Absolute i band magnitude at z=2 [ucd=phys.magAbs]
#     Cor        (F5.2)  [0,1] Selection function value [ucd=meta.note]
# ------ ----- ------ -----
#        imag  iMAG        
# z      (mag) (mag)  Cor  
# ------ ----- ------ -----
 1.983 18.72 -26.97  0.95
 1.303 18.10 -26.57  0.95
 1.919 18.72 -26.86  0.95
 1.828 17.98 -27.46  0.95
 1.103 18.91 -25.42  0.95
 1.386 17.80 -27.01  0.95
 1.514 18.66 -26.29  0.95
 0.937 18.45 -25.60  0.95
 1.551 19.05 -25.96  0.95
 1.196 18.70 -25.78  0.95
 2.273 18.90 -27.19  0.85
 1.728 18.63 -26.66  0.95
 1.499 18.95 -25.98  0.95
 1.473 18.99 -25.92  0.95
 1.097 18.58 -25.73  0.95
 3.671 20.16 -26.98  0.76
 2.308 18.55 -27.58  0.78
 1.828 18.97 -26.46  0.95
 1.017 19.00 -25.19  0.95
 1.642 18.47 -26.69  0.95
 1.572 18.74 -26.31  0.95
 2.375 18.47 -27.74  0.75
 0.542 18.56 -24.14  0.95
 2.505 18.07 -28.27  0.71
 1.215 18.69 -25.82  0.95
 1.082 19.02 -25.27  0.95
 0.607 18.69 -24.27  0.95
 0.513 17.73 -24.83  0.95
 1.904 18.45 -27.10  0.95
 2.531 17.99 -28.38  0.71
 2.096 18.92 -26.93  0.95
 1.555 18.41 -26.61  0.95
 1.103 18.86 -25.47  0.95
 1.792 18.86 -26.52  0.95
 2.049 18.77 -27.01  0.95
 0.712 17.93 -25.51  0.95
 0.611 17.60 -25.38  0.95
 1.554 18.42 -26.60  0.95
 0.710 18.54 -24.90  0.95
 0.481 18.71 -23.69  0.95
 2.469 18.82 -27.49  0.67
 1.517 18.98 -25.98  0.95
 3.265 19.98 -26.93  0.79
 1.501 17.46 -27.48  0.95
 1.288 18.81 -25.84  0.95
 2.250 18.84 -27.21  0.95
 1.827 19.08 -26.35  0.95
 1.300 18.38 -26.28  0.95
 1.514 18.20 -26.75  0.95
 1.536 18.80 -26.19  0.95
 1.858 18.11 -27.37  0.95
 1.608 18.61 -26.50  0.95
 1.062 18.97 -25.29  0.95
 3.064 18.45 -28.31  0.95
 2.118 18.78 -27.10  0.95
 1.416 19.05 -25.80  0.95
 0.722 17.57 -25.90  0.94
 1.735 18.32 -26.98  0.95
 3.289 20.14 -26.79  0.72
 0.544 19.04 -23.67  0.95
 4.458 19.62 -28.10  0.95
 1.863 18.50 -26.98  0.95
 1.411 17.68 -27.17  0.95
 1.986 18.82 -26.87  0.95
 1.623 18.68 -26.45  0.95
 0.995 18.56 -25.59  0.95
 3.924 19.45 -27.89  0.94
 0.553 17.71 -25.04  0.95
 1.087 16.91 -27.39  0.95
 1.643 18.47 -26.70  0.95
 1.211 18.69 -25.82  0.95
 0.609 18.09 -24.88  0.95
 0.475 18.93 -23.44  0.95
 3.992 19.93 -27.44  0.92
 1.265 17.97 -26.64  0.95
 1.086 18.24 -26.06  0.95
 1.125 18.40 -25.97  0.95
 1.258 18.95 -25.64  0.95
 0.829 18.67 -25.12  0.95
 0.398 18.35 -23.68  0.95
 2.423 18.91 -27.36  0.67
 1.099 17.95 -26.37  0.95
 1.434 18.59 -26.28  0.95
 2.807 19.09 -27.46  0.13
 1.740 18.00 -27.31  0.95
 0.371 18.68 -23.22  0.95
 1.272 19.05 -25.56  0.95
 0.451 18.67 -23.59  0.95
 3.753 19.54 -27.66  0.91
 1.668 18.85 -26.35  0.95
 0.578 18.37 -24.48  0.95
 1.946 19.02 -26.60  0.95
 0.413 18.74 -23.35  0.95
 1.400 18.88 -25.95  0.95
 2.119 18.81 -27.07  0.95
 1.131 18.44 -25.94  0.95
 1.836 18.58 -26.86  0.95
 2.342 18.19 -27.98  0.82
 1.546 18.51 -26.50  0.95
 1.500 18.68 -26.26  0.95
 0.655 18.85 -24.33  0.93
 1.422 18.46 -26.40  0.95
 1.074 18.46 -25.82  0.95
 0.293 17.91 -23.45  0.95
 1.467 18.28 -26.63  0.95
 1.426 18.84 -26.02  0.95
 1.512 19.05 -25.91  0.95
 1.357 19.03 -25.73  0.95
 2.383 18.72 -27.50  0.73
 3.228 19.79 -27.10  0.73
 1.741 18.08 -27.23  0.95
 1.524 18.50 -26.46  0.95
 0.269 17.83 -23.30  0.95
 3.882 19.85 -27.45  0.89
 1.320 19.07 -25.62  0.95
 0.637 18.61 -24.48  0.95
 2.313 18.43 -27.70  0.95
 1.673 18.11 -27.09  0.95
 1.567 18.60 -26.44  0.95
 2.980 17.61 -29.09  0.58
 1.764 18.12 -27.22  0.95
 1.255 18.59 -25.99  0.95
 1.498 18.63 -26.31  0.95
 2.334 19.08 -27.08  0.78
 1.015 17.80 -26.38  0.95
 0.705 19.01 -24.40  0.94
 0.512 18.86 -23.69  0.95
 0.894 18.83 -25.12  0.95
 0.372 18.65 -23.25  0.95
 1.389 18.46 -26.35  0.95
 1.805 18.74 -26.66  0.95
 1.680 18.50 -26.71  0.95
 1.101 18.32 -26.01  0.95
 0.685 18.09 -25.23  0.95
 1.385 19.01 -25.80  0.95
 1.540 19.06 -25.93  0.95
 1.166 18.56 -25.87  0.95
 0.876 18.84 -25.07  0.95
 1.309 18.98 -25.70  0.95
 1.372 19.03 -25.76  0.95
 1.425 18.83 -26.03  0.95
 1.305 18.86 -25.81  0.95
 1.610 18.67 -26.44  0.95
 1.036 18.55 -25.67  0.95
 1.120 18.88 -25.47  0.95
 1.302 18.39 -26.28  0.95
 2.041 18.56 -27.22  0.95
 2.177 18.70 -27.26  0.94
 1.375 18.55 -26.24  0.95
 0.552 19.03 -23.71  0.95
 0.275 17.95 -23.24  0.95
 3.951 20.19 -27.16  0.91
 1.343 18.98 -25.76  0.95
 0.770 17.87 -25.76  0.95
 1.953 18.90 -26.73  0.95
 1.648 18.48 -26.69  0.95
 2.279 17.80 -28.30  0.89
 1.295 18.85 -25.81  0.95
 1.643 18.35 -26.82  0.95
 1.159 18.36 -26.06  0.95
 2.066 17.42 -28.39  0.95
 2.101 18.87 -26.99  0.95
 3.500 19.27 -27.77  0.64
 4.244 20.20 -27.35  0.94
 2.419 18.90 -27.36  0.69
 3.222 18.91 -27.96  0.84
 1.149 18.88 -25.52  0.95
 3.260 20.14 -26.76  0.72
 1.177 18.95 -25.50  0.95
 2.307 18.97 -27.16  0.77
 0.625 18.77 -24.27  0.94
 0.921 18.63 -25.39  0.95
 0.930 18.01 -26.03  0.95
 1.297 17.88 -26.78  0.95
 2.087 17.04 -28.80  0.95
 1.430 18.91 -25.95  0.95
 0.714 19.04 -24.41  0.94
 0.601 18.62 -24.32  0.95
 1.042 18.84 -25.39  0.95
 0.901 18.16 -25.81  0.95
 1.591 17.79 -27.29  0.95
 1.839 18.73 -26.71  0.95
 1.298 17.89 -26.77  0.95
 1.319 18.68 -26.01  0.95
 2.521 18.17 -28.19  0.70
 1.655 19.04 -26.14  0.95
 0.266 17.15 -23.94  0.95
 0.572 17.34 -25.50  0.95
 1.874 19.09 -26.40  0.95
 1.225 17.85 -26.68  0.95
 2.337 18.55 -27.61  0.78
 2.044 18.25 -27.53  0.95
 2.399 17.87 -28.36  0.95
 0.965 17.58 -26.52  0.95
 1.392 18.91 -25.90  0.95
 0.848 19.03 -24.82  0.95
 1.537 18.06 -26.93  0.95
 0.418 18.09 -24.03  0.95
 1.563 18.85 -26.18  0.95
 1.182 18.83 -25.63  0.95
 1.840 18.85 -26.59  0.95
 2.459 18.53 -27.77  0.95
 0.485 19.04 -23.38  0.95
 1.239 18.00 -26.56  0.95
 0.707 18.78 -24.64  0.94
 1.215 18.81 -25.71  0.95
 1.044 18.69 -25.54  0.95
 1.119 17.96 -26.39  0.95
 0.811 18.44 -25.31  0.95
 2.588 18.79 -27.62  0.56
 1.770 18.83 -26.52  0.95
 0.842 18.88 -24.94  0.95
 0.484 17.68 -24.74  0.95
 2.176 18.84 -27.12  0.94
 2.048 18.94 -26.84  0.95
 1.354 18.42 -26.33  0.95
 0.595 19.01 -23.90  0.95
 1.835 18.56 -26.88  0.95
 1.954 18.99 -26.65  0.95
 1.611 18.52 -26.60  0.95
 0.979 18.81 -25.32  0.95
 1.861 17.08 -28.40  0.95
 1.434 18.22 -26.65  0.95
 1.668 18.89 -26.31  0.95
 3.689 20.00 -27.16  0.78
 1.778 18.74 -26.62  0.95
 0.885 18.89 -25.04  0.95
 2.406 18.74 -27.50  0.70
 1.439 19.09 -25.79  0.95
 1.864 19.03 -26.45  0.95
 3.034 17.73 -29.01  0.95
 1.790 19.04 -26.34  0.95
 0.977 18.35 -25.77  0.95
 2.623 18.48 -27.95  0.26
 1.520 18.86 -26.11  0.95
 1.089 17.82 -26.49  0.95
 2.253 18.43 -27.63  0.88
 0.731 18.50 -25.00  0.95
 0.933 19.05 -24.99  0.95
 1.517 18.84 -26.12  0.95
 1.306 18.92 -25.76  0.95
 0.720 18.83 -24.64  0.94
 0.661 18.98 -24.23  0.94
 2.280 19.00 -27.09  0.84
 1.599 19.04 -26.05  0.95
 0.874 18.52 -25.38  0.95
 1.772 18.68 -26.67  0.95
 3.268 18.88 -28.03  0.89
 1.362 19.04 -25.73  0.95
 1.710 18.24 -27.03  0.95
 0.327 18.07 -23.54  0.95
 1.091 18.54 -25.77  0.95
 1.197 18.21 -26.27  0.95
 3.309 19.04 -27.91  0.85
 2.480 18.53 -27.79  0.72
 0.475 18.60 -23.77  0.95
 0.679 18.30 -24.99  0.93
 0.494 18.39 -24.08  0.95
 0.887 18.84 -25.10  0.95
 1.158 18.86 -25.55  0.95
 1.881 19.04 -26.47  0.95
 0.397 18.30 -23.72  0.95
 0.616 19.02 -23.98  0.94
 1.550 18.47 -26.54  0.95
 1.296 18.73 -25.93  0.95
 0.938 17.30 -26.75  0.95
 0.958 18.98 -25.10  0.95
 1.471 17.99 -26.92  0.95
 1.749 18.67 -26.65  0.95
 1.396 18.81 -26.01  0.95
 0.550 18.60 -24.13  0.95
 0.502 18.52 -23.99  0.95
 0.607 18.56 -24.41  0.95
 0.650 18.92 -24.23  0.94
 1.565 18.45 -26.59  0.95
 1.492 18.68 -26.24  0.95
 0.966 18.58 -25.53  0.95
 1.086 18.50 -25.80  0.95
 1.169 18.22 -26.21  0.95
 0.528 19.04 -23.59  0.95
 0.222 16.90 -23.52  0.95
 1.665 18.32 -26.88  0.95
 1.589 18.33 -26.74  0.95
 0.810 17.83 -25.91  0.95
 1.979 17.95 -27.73  0.95
 0.828 18.28 -25.51  0.95
 0.357 17.96 -23.85  0.95
 1.430 19.03 -25.84  0.95
 2.024 18.82 -26.92  0.95
 1.804 18.92 -26.48  0.95
 1.692 19.05 -26.18  0.95
 1.247 18.56 -26.01  0.95
 2.913 18.99 -27.64  0.43
 1.990 18.43 -27.27  0.95
 4.713 19.77 -27.88  0.95
 0.509 17.93 -24.61  0.95
 1.466 18.84 -26.06  0.95
 1.091 19.04 -25.27  0.95
 1.399 18.24 -26.59  0.95
 1.860 18.26 -27.22  0.95
 0.451 18.77 -23.49  0.95
 0.455 18.88 -23.40  0.95
 0.614 19.05 -23.94  0.95
 0.612 18.85 -24.13  0.94
 1.891 18.71 -26.82  0.95
 1.711 18.87 -26.40  0.95
 0.485 19.02 -23.40  0.95
 2.111 18.95 -26.92  0.95
 1.834 17.84 -27.60  0.95
 1.637 18.58 -26.57  0.95
 0.972 19.02 -25.09  0.95
 2.080 18.83 -27.00  0.95
 1.843 18.51 -26.94  0.95
 0.902 18.88 -25.09  0.95
 0.849 19.06 -24.78  0.95
 3.463 19.35 -27.68  0.64
 0.501 18.26 -24.24  0.95
 0.481 18.75 -23.65  0.95
 0.450 18.71 -23.54  0.95
 1.845 18.95 -26.50  0.95
 1.214 18.63 -25.88  0.95
 1.516 18.31 -26.65  0.95
 1.867 18.77 -26.72  0.95
 1.515 18.39 -26.56  0.95
 0.800 18.56 -25.15  0.95
 3.172 19.68 -27.17  0.73
 1.301 18.84 -25.83  0.95
 0.511 17.75 -24.80  0.95
 1.990 18.70 -27.00  0.95
 1.132 18.91 -25.46  0.95
 1.815 18.00 -27.42  0.95
 1.763 19.02 -26.32  0.95
 0.766 15.59 -28.03  0.95
 2.933 17.57 -29.08  0.47
 1.874 18.65 -26.85  0.95
 1.493 18.63 -26.30  0.95
 1.565 17.29 -27.75  0.95
 0.915 17.90 -26.10  0.95
 1.956 18.60 -27.04  0.95
 2.182 18.06 -27.91  0.94
 1.738 17.87 -27.44  0.95
 1.791 18.91 -26.47  0.95
 0.948 18.91 -25.16  0.95
 1.286 18.55 -26.09  0.95
 1.496 17.79 -27.14  0.95
 1.936 18.14 -27.47  0.95
 0.653 18.94 -24.23  0.94
 1.573 18.71 -26.34  0.95
 3.406 19.75 -27.27  0.54
 0.238 17.49 -23.14  0.95
 1.587 19.07 -26.00  0.95
 1.710 18.76 -26.51  0.95
 0.613 18.92 -24.07  0.94
 0.897 18.78 -25.18  0.95
 0.894 18.42 -25.53  0.95
 1.108 18.76 -25.58  0.95
 0.655 19.08 -24.09  0.90
 1.647 18.50 -26.67  0.95
 2.947 18.54 -28.12  0.44
 2.576 18.84 -27.57  0.55
 3.931 19.31 -28.03  0.94
 3.066 19.37 -27.40  0.69
 0.387 18.43 -23.55  0.95
 1.114 19.01 -25.34  0.95
 2.240 19.09 -26.96  0.92
 1.309 18.60 -26.08  0.95
 2.338 18.54 -27.62  0.78
 1.526 18.01 -26.96  0.95
 2.203 18.01 -27.98  0.93
 0.815 19.03 -24.73  0.95
 1.527 17.40 -27.57  0.95
 2.108 18.88 -26.99  0.95
 2.074 18.68 -27.14  0.95
 2.266 18.48 -27.60  0.88
 2.051 18.88 -26.91  0.95
 0.430 19.03 -23.13  0.95
 2.099 17.17 -28.68  0.95
 0.749 18.42 -25.15  0.95
 1.409 18.41 -26.43  0.95
 1.334 18.58 -26.15  0.95
 1.161 18.57 -25.85  0.95
 0.957 17.91 -26.18  0.95
 1.335 18.99 -25.73  0.95
 1.037 17.52 -26.71  0.95
 1.272 18.16 -26.46  0.95
 1.339 18.70 -26.03  0.95
 1.586 19.09 -25.98  0.95
 0.436 18.66 -23.53  0.95
 1.402 19.05 -25.78  0.95
 0.501 18.96 -23.54  0.95
 1.722 17.29 -28.00  0.95
 3.203 19.98 -26.89  0.72
 0.979 17.50 -26.63  0.95
 1.491 18.64 -26.29  0.95
 1.102 17.77 -26.56  0.95
 1.825 18.99 -26.44  0.95
 0.550 18.70 -24.03  0.95
 1.211 18.70 -25.81  0.95
 2.354 17.46 -28.72  0.81
 3.276 19.03 -27.89  0.87
 1.248 18.55 -26.02  0.95
 1.032 18.21 -26.00  0.95
 2.030 18.24 -27.52  0.95
 1.793 18.83 -26.56  0.95
 2.313 19.08 -27.06  0.78
 1.053 17.13 -27.12  0.95
 3.295 20.01 -26.92  0.75
 1.755 17.73 -27.60  0.95
 1.359 18.81 -25.95  0.95
 2.538 19.09 -27.29  0.64
 0.676 18.99 -24.29  0.94
 2.222 19.00 -27.03  0.92
 1.883 18.63 -26.89  0.95
 0.614 19.05 -23.94  0.94
 3.988 19.93 -27.43  0.92
 1.721 18.64 -26.65  0.95
 1.140 18.81 -25.58  0.95
 1.178 18.81 -25.64  0.95
 2.963 19.23 -27.45  0.34
 1.212 20.09 -24.42  0.00
 1.338 18.39 -26.33  0.95
 1.809 18.23 -27.17  0.95
 0.360 17.81 -24.02  0.95
 0.442 17.69 -24.52  0.95
 1.681 18.23 -26.99  0.95
 1.012 19.09 -25.09  0.95
 1.276 18.51 -26.11  0.95
 2.085 18.05 -27.78  0.95
 0.962 18.86 -25.24  0.95
 1.577 18.63 -26.42  0.95
 0.501 18.29 -24.21  0.95
 1.481 19.09 -25.83  0.95
 1.954 17.97 -27.67  0.95
 3.112 19.37 -27.43  0.76
 1.375 18.90 -25.88  0.95
 2.263 18.76 -27.32  0.86
 1.482 19.09 -25.83  0.95
 1.484 19.06 -25.86  0.95
 1.787 19.03 -26.34  0.95
 1.941 18.94 -26.68  0.95
 1.363 18.93 -25.84  0.95
 3.509 19.79 -27.25  0.51
 0.508 18.78 -23.75  0.95
 1.607 19.02 -26.09  0.95
 2.058 18.70 -27.09  0.95
 2.238 18.46 -27.58  0.93
 3.169 20.08 -26.76  0.66
 1.549 18.93 -26.07  0.95
 1.725 17.91 -27.38  0.95
 0.694 18.94 -24.43  0.94
 1.416 18.55 -26.30  0.95
 0.578 18.84 -24.02  0.95
 1.690 18.65 -26.59  0.95
 0.670 18.71 -24.53  0.93
 0.960 18.91 -25.18  0.95
 1.503 19.05 -25.89  0.95
 3.347 18.61 -28.37  0.88
 1.744 18.75 -26.56  0.95
 0.983 18.90 -25.23  0.95
 1.580 18.67 -26.39  0.95
 1.237 18.40 -26.15  0.95
 3.658 19.13 -28.00  0.87
 1.945 18.47 -27.15  0.95
 2.726 19.05 -27.43  0.04
 1.665 18.27 -26.93  0.95
 0.967 19.05 -25.06  0.95
 1.831 18.88 -26.55  0.95
 1.778 18.18 -27.18  0.95
 2.038 17.66 -28.10  0.95
 0.407 17.67 -24.40  0.95
 4.748 19.68 -27.97  0.95
 3.049 19.26 -27.49  0.53
 1.534 18.39 -26.59  0.95
 1.593 18.41 -26.68  0.95
 0.430 18.89 -23.27  0.95
 2.112 18.63 -27.24  0.95
 3.813 20.03 -27.22  0.92
 2.412 18.50 -27.74  0.72
 0.523 17.91 -24.70  0.95
 0.507 18.91 -23.62  0.95
 1.847 18.80 -26.66  0.95
 3.814 18.88 -28.36  0.94
 0.561 18.65 -24.14  0.95
 2.921 18.20 -28.44  0.45
 1.236 18.98 -25.57  0.95
 2.320 18.72 -27.42  0.78
 3.125 19.70 -27.11  0.70
 3.464 19.29 -27.74  0.66
 1.392 17.76 -27.05  0.95
 2.974 18.56 -28.13  0.57
 0.624 18.66 -24.37  0.95
 1.798 18.18 -27.21  0.95
 1.114 17.10 -27.24  0.95
 1.112 16.89 -27.46  0.95
 1.016 18.21 -25.98  0.95
 0.402 18.98 -23.06  0.95
 3.716 19.20 -27.97  0.93
 2.396 18.93 -27.31  0.70
 1.955 19.04 -26.61  0.95
 2.310 17.93 -28.20  0.83
 2.317 18.89 -27.25  0.77
 1.097 18.84 -25.48  0.95
 3.150 19.68 -27.15  0.73
 0.899 18.74 -25.23  0.95
 0.791 19.00 -24.69  0.95
 1.038 17.54 -26.68  0.95
 1.143 18.49 -25.90  0.95
 1.697 18.92 -26.32  0.95
 0.916 18.90 -25.11  0.95
 3.034 19.49 -27.25  0.51
 2.132 18.91 -26.99  0.95
 0.802 18.70 -25.02  0.95
 1.770 18.61 -26.74  0.95
 1.012 17.89 -26.29  0.95
 1.108 19.06 -25.28  0.95
 0.425 19.05 -23.09  0.95
 1.485 19.04 -25.88  0.95
 1.061 18.53 -25.73  0.95
 1.769 18.80 -26.55  0.95
 2.822 19.41 -27.14  0.02
 0.827 18.84 -24.95  0.95
 0.731 19.10 -24.41  0.95
 2.052 19.03 -26.76  0.95
 2.111 18.96 -26.91  0.95
 3.221 20.17 -26.71  0.69
 1.517 18.67 -26.29  0.95
 1.739 18.82 -26.49  0.95
 0.925 18.94 -25.09  0.95
 1.034 18.85 -25.37  0.95
 1.488 18.72 -26.20  0.95
 1.764 18.92 -26.42  0.95
 2.292 18.98 -27.13  0.85
 1.503 18.26 -26.68  0.95
 1.390 18.73 -26.08  0.95
 1.489 18.38 -26.54  0.95
 2.080 18.89 -26.94  0.95
 2.927 19.21 -27.43  0.18
 3.353 19.98 -27.01  0.68
 1.179 18.89 -25.56  0.95
 1.234 19.03 -25.51  0.95
 1.650 18.75 -26.42  0.95
 0.464 19.04 -23.28  0.95
 1.573 17.84 -27.21  0.95
 1.029 18.91 -25.30  0.95
 1.319 18.64 -26.05  0.95
 1.274 18.27 -26.35  0.95
 2.192 19.00 -26.98  0.94
 3.384 18.62 -28.39  0.90
 1.133 18.53 -25.85  0.95
 0.465 17.54 -24.78  0.95
 1.843 18.12 -27.33  0.95
 1.628 18.83 -26.31  0.95
 3.725 19.94 -27.24  0.89
 1.430 19.04 -25.82  0.95
 3.295 18.90 -28.04  0.89
 1.860 19.01 -26.47  0.95
 0.566 18.76 -24.05  0.95
 0.486 18.38 -24.06  0.95
 0.436 18.59 -23.60  0.95
 1.460 19.03 -25.87  0.95
 0.776 18.47 -25.18  0.95
 1.691 18.26 -26.98  0.95
 1.487 18.71 -26.21  0.95
 1.398 18.91 -25.92  0.95
 1.394 18.66 -26.16  0.95
 1.514 17.35 -27.60  0.95
 0.984 18.13 -26.00  0.95
 0.675 18.40 -24.87  0.94
 1.704 18.93 -26.33  0.95
 3.113 19.74 -27.06  0.69
 1.477 18.99 -25.92  0.95
 1.119 18.74 -25.61  0.95
 3.686 19.89 -27.26  0.80
 0.525 18.49 -24.13  0.95
 3.452 19.73 -27.30  0.55
 0.946 18.73 -25.34  0.95
 0.893 18.25 -25.70  0.95
 1.150 18.67 -25.73  0.95
 0.859 19.05 -24.82  0.95
 1.232 16.84 -27.71  0.95
 3.565 20.16 -26.90  0.43
 0.600 17.14 -25.79  0.95
 0.740 18.52 -25.02  0.95
 1.835 18.41 -27.03  0.95
 1.257 18.75 -25.83  0.95
 3.236 20.15 -26.74  0.69
 2.150 18.88 -27.05  0.94
 2.288 19.07 -27.04  0.84
 0.406 18.76 -23.30  0.95
 1.595 18.93 -26.15  0.95
 0.533 18.64 -24.01  0.95
 1.561 18.21 -26.82  0.95
 0.608 18.09 -24.87  0.95
 1.760 18.58 -26.76  0.95
 1.810 18.98 -26.43  0.95
 1.348 19.06 -25.68  0.95
 2.889 18.43 -28.18  0.45
 1.565 18.95 -26.09  0.95
 1.887 19.00 -26.52  0.95
 3.581 20.18 -26.89  0.43
 1.373 16.72 -28.07  0.95
 2.464 18.18 -28.13  0.75
 0.393 18.71 -23.29  0.95
 2.341 18.62 -27.55  0.80
 0.448 17.94 -24.30  0.95
 1.347 18.46 -26.29  0.95
 1.402 17.32 -27.52  0.95
 1.173 18.97 -25.47  0.95
 0.658 18.68 -24.51  0.93
 2.280 18.27 -27.83  0.87
 1.744 18.72 -26.59  0.95
 2.448 17.03 -29.26  0.78
 0.500 18.83 -23.67  0.95
 1.749 17.33 -27.99  0.95
 0.836 18.57 -25.24  0.95
 1.954 18.99 -26.65  0.95
 1.065 19.04 -25.23  0.95
 1.457 17.83 -27.07  0.95
 3.602 19.02 -28.06  0.82
 1.962 18.34 -27.31  0.95
 3.925 19.92 -27.41  0.94
 0.467 19.08 -23.26  0.95
 1.432 19.04 -25.83  0.95
 1.484 19.05 -25.88  0.95
 2.068 17.89 -27.92  0.95
 1.161 19.00 -25.42  0.95
 3.015 19.47 -27.26  0.51
 1.508 18.68 -26.26  0.95
 1.523 18.17 -26.80  0.95
 1.662 18.01 -27.19  0.95
 1.510 18.15 -26.80  0.95
 0.595 18.81 -24.10  0.95
 2.538 18.51 -27.87  0.95
 1.587 19.01 -26.06  0.95
 1.175 18.85 -25.59  0.95
 0.960 18.80 -25.30  0.95
 1.200 18.45 -26.03  0.95
 3.098 19.02 -27.77  0.76
 3.673 20.09 -27.05  0.76
 0.413 18.81 -23.28  0.95
 1.495 18.64 -26.30  0.95
 0.771 18.54 -25.10  0.95
 0.519 18.03 -24.57  0.95
 0.472 18.66 -23.70  0.95
 0.847 18.79 -25.05  0.95
 3.301 20.06 -26.88  0.70
 1.695 18.94 -26.30  0.95
 0.892 18.68 -25.27  0.95
 1.490 18.15 -26.77  0.95
 3.438 19.58 -27.45  0.65
 2.025 18.84 -26.91  0.95
 2.262 18.30 -27.77  0.88
 1.901 18.26 -27.28  0.95
 0.948 18.81 -25.26  0.95
 0.689 17.57 -25.77  0.93
 1.711 18.95 -26.32  0.95
 3.008 19.96 -26.76  0.42
 1.755 18.72 -26.61  0.95
 1.446 18.66 -26.23  0.95
 2.760 17.65 -28.86  0.06
 1.326 18.79 -25.92  0.95
 1.615 18.17 -26.95  0.95
 0.566 18.92 -23.89  0.95
 0.351 18.35 -23.42  0.95
 1.479 19.00 -25.92  0.95
 1.084 18.91 -25.39  0.95
 0.949 18.90 -25.17  0.95
 1.397 18.99 -25.83  0.95
 1.124 17.41 -26.96  0.95
 0.584 18.11 -24.77  0.95
 0.652 19.01 -24.15  0.90
 0.621 18.84 -24.18  0.94
 2.540 18.63 -27.75  0.70
 1.730 18.93 -26.36  0.95
 1.297 18.73 -25.94  0.95
 3.245 20.13 -26.77  0.69
 0.427 16.24 -25.91  0.95
 3.556 19.66 -27.40  0.64
 1.680 18.63 -26.59  0.95
 2.906 19.44 -27.19  0.17
 1.412 18.84 -26.01  0.95
 1.611 18.35 -26.76  0.95
 1.195 19.07 -25.41  0.95
 2.946 18.26 -28.40  0.45
 1.806 19.06 -26.34  0.95
 3.350 20.11 -26.87  0.71
 1.962 17.64 -28.02  0.95
 3.096 19.69 -27.10  0.64
 1.398 18.35 -26.47  0.95
 1.636 18.84 -26.31  0.95
 1.290 18.76 -25.88  0.95
 1.627 18.45 -26.69  0.95
 1.268 18.89 -25.71  0.95
 3.798 19.92 -27.32  0.92
 0.207 17.08 -23.16  0.95
 3.709 19.61 -27.56  0.91
 2.111 18.57 -27.31  0.95
 3.381 19.91 -27.10  0.68
 1.184 18.61 -25.85  0.95
 0.782 17.41 -26.25  0.95
 0.713 18.93 -24.51  0.95
 3.213 19.01 -27.86  0.83
 2.972 18.20 -28.49  0.95
 2.381 19.02 -27.20  0.68
 0.415 18.46 -23.64  0.95
 4.025 18.78 -28.61  0.94
 3.033 19.77 -26.97  0.46
 4.122 19.32 -28.14  0.93
 0.164 16.45 -23.26  0.95
 1.101 18.52 -25.81  0.95
 1.386 18.10 -26.71  0.95
 3.128 20.14 -26.67  0.60
 0.648 18.77 -24.38  0.94
 0.638 18.51 -24.59  0.95
 0.719 18.37 -25.10  0.95
 1.702 17.91 -27.34  0.95
 1.118 18.62 -25.73  0.95
 1.127 18.73 -25.63  0.95
 1.270 19.02 -25.59  0.95
 1.958 18.82 -26.83  0.95
 3.001 19.71 -27.00  0.46
 2.289 18.94 -27.16  0.85
 1.577 18.95 -26.10  0.95
 1.092 17.63 -26.68  0.95
 1.725 18.86 -26.43  0.95
